Pubmed ID,JAK1,TYK2,JAK2,JAK3,FER,FES,ABL-E255K,ABL-H396P,ABL-M351T,ABL-Q252H,ABL-T315I,ABL-Y253F,ABL1,ARG,CSK,BMX,BTK,TXK,TEC,ITK,BRK,SRMS,PTK5,BLK,LCK,HCK,LYNA,LYNB,FGR,FYN,SRC,YES,EPHA2,EPHA4,EPHA3,EPHB4,EPHB3,EPHB2,PYK2,SYK,ZAP70,LTK,ALK,ROS,INSR,IGF1R,IRR,DDR2,MUSK,TRKA,TRKB,TRKC,RON,MET,AXL,MER,TYRO3,RET,RET-V804L,RET-Y791F,FGFR1,FGFR2,FGFR3,FGFR4,FLT1,KDR,FLT4,FMS,KIT,KIT-D816V,KIT-T6701,KIT-V560G,FLT3,FLT-3-D835Y,PDGFRα,PDGFRα-D842V,PDGFRα-T674I,PDGFRα-V561D,PDGFRβ,TIE2,TNK2,TNK1,EGFR,EGFR-L858R,EGFR-L861Q,EGFR-T790M,EGFR-T790M-L858R,ERBB2,ERBB4,IRAK4,LRRK2,LRRK2-G2019S,CRAF,BRAF,BRAF-V599E,MAP4K2,MST1,MST2,MST4,MAP4K4,MINK,LOK,PAK1,PAK3,PAK2,PAK5,PAK6,MEK1,CK1a,CK1-g2,CK1-g1,CK1-g3,PLK1,GRK7,GRK6,PDK1,MSK1,MSK2,RSK1,RSK2,RSK4,RSK3,P70S6K1,AKT2,AKT1,AKT3,SGK1,SGK3,SGK2,PKC-η,PKC-γ,PKC-α,PKC-β1,PKC-β2,PKC-θ,PKC-ι,PRKG2,PRKG1,PRKX,PKA,ROCK1,ROCK2,MRCK-β,MRCK-α,AURORA-B,AURORA-C,AURORA-A,CHEK2,DCAMKL2,CAMK4,CAMK1D,PHKG1,PHKG2,CAMK2D,CAMK2A,PRAK,MAPKAPK2,MAPKAPK3,MNK2,MKNK1,PRKD3,PRKD1,PRKD2,MARK4,MARK3,PAR-1Bα,MARK1,SNF1LK2 (QIK),SNF1LK (SIK),ARK5,BRSK1,BRSK2,AMPKA1 (A1B1G1),AMPKA2 (A2B1G1),MELK,TSSK2,TSSK1,DAPK1,PIM2,PIM3,PIM1,CHEK1,PASK,NEK1,NEK2,NEK9,NEK7,NEK6,TBK1,IKKE,IKKB,IKKA,CDK5/p35,CDK1/cyclinB,CDK2/cyclinA,CDK2/cyclinE,CDK3/cyclinE,CDK6/cyclinD3,CDK4/cyclinD,JNK2,P38α,P38β,P38δ,P38γ,MAPK1,MAPK3,GSK3A,GSK3B,SRPK1,MSSK1,CLK3,CLK2,HIPK1,HIPK4,DYRK1B,DYRK1A,DYRK2,CK2,TTK,PI3-K-α,PI3-K-δ,PI4-K-β,SPHK1,SPHK2,Compound ID,SMILES
18800763,0,-3,2,-4,4,4,3,4,0,5,4,9,3,2,3,4,-2,-1,3,0,2,-2,3,3,2,5,6,3,1,2,9,2,1,7,1,0,3,12,5,-1,1,5,2,3,6,1,3,2,6,2,3,4,2,2,-9,3,4,6,4,7,2,4,2,1,2,4,1,0,6,13,3,-1,0,-4,6,5,3,3,16,6,3,0,0,5,4,2,1,5,11,2,6,13,3,8,4,1,4,6,-4,4,7,12,6,5,2,4,0,5,4,4,4,4,6,9,-1,2,55,35,62,54,10,25,32,3,2,4,4,21,2,74,6,16,61,21,9,10,62,36,18,42,72,81,23,15,3,1,3,5,2,-3,0,5,5,4,2,1,2,4,1,3,6,5,5,2,2,-1,2,3,3,-1,1,3,3,3,15,2,7,3,2,26,46,3,0,3,7,8,4,0,4,8,7,9,-1,0,1,3,-2,-1,2,5,8,4,6,4,7,6,10,7,-2,-3,-3,1,0,0,10,21,8,4,9,4,0,1,1,0,GSK938890A,CCn1c(nc2c(nc(OC[C@@H](N)c3ccccc3)cc12)C#CC(C)(C)O)-c1nonc1N
19179070,2,3,0,0,-2,-1,0,0,0,0,0,1,1,2,0,3,-1,2,0,0,-3,-1,1,0,-1,-2,-2,-1,-1,3,1,0,-2,-8,-3,1,2,-5,0,6,3,1,-1,3,0,0,-1,1,1,-2,-1,-2,28,6,2,0,0,0,1,6,-3,0,-2,-1,-1,5,1,0,-3,-1,-1,2,-2,-5,8,3,3,2,3,3,-1,0,1,0,-2,-2,-1,-1,4,3,0,1,-4,-1,-1,2,-1,-2,0,2,2,-2,0,-1,-3,-5,11,1,-1,0,0,-1,0,-4,-2,0,0,2,2,1,0,0,0,10,8,19,0,1,1,20,3,2,3,3,2,0,6,4,11,9,0,0,2,3,0,0,1,-1,7,-4,1,3,-2,0,-1,-1,0,-1,0,0,1,2,2,4,4,4,5,-7,-1,-9,0,1,3,2,2,-1,0,0,0,0,0,-56,0,1,0,-1,2,1,2,6,-1,-1,1,1,2,1,2,-9,2,1,1,-2,0,1,-1,1,5,5,-2,-1,-2,-1,-1,-1,1,1,-2,0,2,-2,1,0,0,2,GSK943949A,CCn1c(nc2c(nc(OC[C@H](N)c3ccccc3)cc12)C#CC(C)(C)O)-c1nonc1N
19179070,-1,3,0,1,4,0,0,-1,1,0,1,0,0,1,-5,2,-3,2,1,0,-1,5,0,0,0,0,2,1,4,3,3,3,-3,-1,-1,0,2,-3,27,2,1,35,0,3,1,-2,-2,0,-1,-3,-2,-2,2,4,2,0,0,42,9,42,-6,0,-2,0,36,87,58,1,-2,1,-1,3,-3,3,32,50,35,30,50,3,-1,-3,2,-2,-1,-1,1,-3,1,3,1,6,-3,-1,-2,5,3,1,1,3,2,1,0,-1,7,49,60,0,2,-1,-1,0,1,3,1,4,9,15,19,18,4,15,13,94,94,93,4,65,5,96,55,16,45,49,73,4,68,69,82,80,9,11,21,29,0,-1,0,2,7,0,13,2,-3,-1,-1,-1,-1,-3,5,1,11,8,9,75,83,64,77,-1,-1,24,7,14,79,25,42,1,86,-1,2,5,5,-3,1,2,5,4,1,1,21,88,-1,-7,2,4,2,3,4,-5,1,2,1,-2,1,1,-2,1,53,53,-1,-2,-1,10,10,3,2,2,-1,-1,4,0,2,7,-1,0,GSK949675A,Cl.CCn1c(nc2c(nc(OCCNC)cc12)C#CC(C)(C)O)-c1nonc1N
19179070,-4,3,0,1,-19,-1,-2,1,1,1,0,0,8,6,-1,0,0,7,2,0,1,2,1,1,-2,6,0,-1,5,2,2,1,-1,-5,-2,-2,0,5,-1,-2,-1,1,0,2,0,2,0,5,-1,0,-2,-1,12,-3,2,-1,-1,7,2,11,-3,-3,-1,2,5,35,17,0,-1,-2,-1,2,-1,-2,3,4,1,-2,8,1,0,-3,0,-1,-2,-2,0,-2,-5,-2,2,2,-1,-1,-1,1,-2,-2,1,1,-1,-1,-5,-2,4,87,91,-1,0,-1,-2,-2,7,0,-1,0,-6,2,2,3,3,1,5,61,38,48,0,43,2,81,9,-3,6,4,12,1,36,18,78,77,5,8,11,12,2,4,2,-6,-12,3,0,1,-2,0,-2,-1,-4,-6,0,0,-1,0,0,1,3,1,1,-2,1,28,0,0,27,5,1,0,10,-9,0,1,1,-5,1,0,-1,-4,0,0,0,0,-3,5,0,0,0,-1,0,0,0,0,2,-2,0,-1,-1,-3,37,32,1,0,0,1,1,1,1,0,-2,1,-3,-4,-3,0,0,-1,GW831090X,NS(=O)(=O)c1ccc(Nc2cc(n[nH]2)-c2cccc(O)c2)cc1
19179070,2,-2,0,-2,3,4,-1,2,1,1,1,0,3,3,-2,4,0,7,6,2,3,2,0,4,3,2,4,2,1,2,8,2,0,5,2,2,1,0,1,2,1,5,6,9,8,6,1,1,1,0,2,2,4,6,-1,6,0,7,1,19,4,5,9,4,6,60,17,4,4,2,0,3,3,-1,5,12,10,5,13,6,1,1,2,2,0,1,1,1,6,1,7,24,-2,1,2,3,8,10,0,5,6,7,1,2,1,37,49,2,2,2,2,2,4,3,3,1,3,4,3,2,2,3,5,75,64,67,2,31,5,98,9,4,33,16,55,0,57,24,84,81,3,9,3,12,3,2,2,5,-2,-1,1,2,3,5,2,1,1,1,4,2,6,6,6,1,5,1,2,1,4,7,0,0,18,5,18,1,8,3,1,1,2,3,-1,2,2,7,2,-1,4,8,2,3,1,3,4,1,-3,-4,2,7,5,3,2,2,2,4,37,30,-3,3,1,2,-1,3,1,2,4,2,8,1,0,-2,1,0,GW824645A,Cl.NS(=O)(=O)c1cccc(Nc2cc(n[nH]2)-c2ccc(F)cc2)c1
19179070,1,0,3,-3,0,4,2,4,2,4,2,2,5,2,1,3,-1,4,5,1,5,-2,3,1,3,5,5,3,0,1,8,4,0,4,2,2,-3,9,9,1,2,5,3,7,6,5,1,2,2,4,3,2,7,4,-7,2,3,9,2,7,7,5,8,4,2,16,2,0,5,5,1,-4,1,-2,4,5,3,4,3,3,1,1,1,1,2,2,-1,1,4,2,-2,0,1,6,4,0,3,5,-4,4,5,5,9,3,1,4,-12,4,4,3,3,3,7,9,5,1,2,3,0,2,1,3,3,33,21,23,2,3,2,79,-2,0,5,2,16,1,39,10,22,12,3,4,0,2,3,-1,2,4,-1,-1,1,1,4,4,4,1,2,2,1,2,5,4,5,2,1,2,2,3,7,1,2,1,3,4,17,2,6,2,-1,0,2,0,-1,2,5,7,4,3,4,15,7,8,2,4,4,3,-3,0,6,4,6,2,5,4,5,4,12,9,-4,0,-1,2,-2,0,0,3,6,4,7,5,2,-3,-1,0,GW831091X,NS(=O)(=O)c1ccc(Nc2cc(n[nH]2)-c2ccc(O)c(F)c2)cc1
11378364,3,-3,1,-1,2,3,1,1,-1,1,-1,1,2,1,6,4,1,3,4,1,5,0,2,3,5,7,3,3,9,4,4,14,0,7,3,1,5,3,4,1,3,2,3,2,5,0,2,1,2,2,1,2,2,5,-6,6,0,2,4,6,2,2,4,1,1,4,3,1,3,5,3,-3,2,0,0,1,4,1,-1,3,1,4,88,65,50,9,1,53,91,3,3,3,2,4,5,1,3,5,-2,3,3,6,6,3,1,-2,4,3,1,2,2,2,3,3,3,2,4,2,1,1,1,2,2,2,1,0,2,2,0,-1,0,0,0,1,1,1,3,0,1,1,0,3,1,0,-1,3,-2,4,1,2,0,3,3,2,3,1,2,3,4,3,3,3,3,1,1,0,3,2,4,1,2,2,3,2,3,1,4,3,0,-1,0,2,0,1,3,7,2,1,1,4,4,4,1,0,2,2,0,-4,2,3,6,2,0,1,1,0,2,1,-2,-1,1,1,-1,1,1,2,2,1,6,1,1,-2,0,0,GW432441X,CNC(=O)Oc1cc(C)c(\C=C\c2cncc(c2)C(=O)NC)c(C)c1
11378364,6,-8,2,-1,6,3,3,7,3,6,5,4,5,4,17,1,2,8,6,1,5,1,0,5,7,11,10,8,17,5,0,9,2,12,8,5,4,9,16,-5,6,6,5,6,8,7,3,3,3,4,4,4,7,0,-8,2,3,7,4,7,8,6,8,3,3,8,8,5,5,7,3,1,0,-1,10,4,5,6,6,4,1,6,67,16,27,3,4,20,101,2,6,5,-7,8,8,1,4,5,-1,8,9,7,8,6,2,10,7,6,4,4,4,4,6,21,3,5,4,2,3,2,2,2,2,2,1,1,4,4,3,3,4,1,-1,1,2,2,2,5,2,4,6,3,0,0,6,6,3,3,1,1,1,7,6,4,4,2,2,5,1,4,6,4,5,3,4,1,4,8,6,1,3,4,4,5,7,4,5,6,-1,-31,1,7,0,2,7,14,6,3,3,17,7,9,1,0,3,4,3,1,3,10,7,1,2,5,5,3,2,2,-2,0,2,2,0,3,2,4,4,3,13,7,7,-3,-1,-1,GW435821X,Cc1cc(O)cc(C)c1\C=C\c1cncc(c1)C(N)=O
11378364,1,-10,1,-2,0,2,2,1,0,4,2,6,4,3,8,6,0,2,4,1,5,-2,3,3,2,4,5,2,6,2,1,1,1,9,4,1,4,8,3,9,1,3,1,4,4,3,3,1,3,3,2,0,4,5,-5,1,1,5,3,3,2,5,5,-2,1,2,1,5,6,3,6,2,1,5,8,-1,3,3,5,3,1,2,24,2,12,2,1,2,98,-2,0,4,4,5,4,1,4,5,-1,4,4,4,4,4,2,6,-3,3,8,3,3,3,2,0,3,1,3,0,3,1,1,1,1,1,1,1,1,2,2,3,2,1,1,0,2,1,2,1,1,1,0,2,-1,-1,6,4,3,2,0,-2,-1,2,3,2,3,1,1,4,1,2,3,3,2,1,2,0,2,2,3,5,0,2,3,0,0,-1,1,3,-1,1,0,3,0,1,5,7,4,3,4,5,6,-1,4,3,3,6,4,7,4,2,7,3,5,2,4,2,6,6,-1,1,3,1,7,5,5,6,2,3,6,3,2,-1,1,0,GW445017X,CNC(=O)c1cncc(\C=C\c2ccccc2Cl)c1
11378364,4,-1,1,-2,1,2,2,3,1,3,3,3,3,1,11,4,4,1,4,1,13,0,2,14,20,11,10,7,18,8,10,39,-3,5,2,1,3,5,6,4,-4,3,2,7,3,-1,0,2,3,0,2,2,3,2,-4,7,2,9,4,10,0,3,3,0,1,7,5,-2,2,1,2,-3,4,-3,10,4,5,6,3,5,1,7,87,72,56,9,1,32,84,1,4,7,0,4,3,2,3,2,-1,8,7,0,4,2,2,2,-13,3,1,1,2,1,4,9,0,1,7,1,1,1,1,3,1,1,0,0,2,3,1,6,3,1,1,1,1,1,1,2,2,1,2,3,-1,2,3,2,1,11,-1,0,0,4,3,2,0,1,3,7,1,2,3,3,3,1,0,0,1,4,4,0,1,1,1,6,4,0,3,9,0,-1,0,9,1,2,3,7,0,9,0,3,4,2,4,3,4,6,-1,-4,2,1,4,1,3,3,3,1,5,4,-4,-2,1,-1,-5,-1,-2,3,2,-5,10,2,1,2,1,0,GW458344A,Cl.Cc1cc(cc(C)c1\C=C\c1cncc(c1)-c1nn[nH]n1)-c1ccco1
12639547,3,-3,0,0,1,0,3,6,1,4,1,2,4,5,3,1,1,4,4,1,1,0,-1,2,4,5,4,4,6,-1,9,-1,2,12,3,1,6,14,-1,3,0,2,1,-2,-1,3,3,8,2,4,0,2,1,4,0,0,1,5,5,8,-6,2,2,2,2,10,4,2,4,3,2,10,-1,2,12,1,11,3,3,8,0,5,77,100,94,5,1,7,47,0,2,1,-1,2,1,1,5,6,3,3,3,5,3,2,2,2,6,1,1,2,1,2,2,6,2,2,1,1,1,1,1,-1,-1,0,1,2,0,3,3,2,3,0,2,0,1,-1,1,2,1,1,1,2,0,2,3,3,2,0,1,0,1,1,3,2,5,0,2,2,13,11,1,2,0,0,2,0,1,3,8,3,1,2,2,-5,-1,0,2,5,0,1,1,3,1,0,2,1,-1,4,2,2,0,-5,0,-1,1,0,1,6,1,2,2,3,3,1,5,2,1,1,0,2,0,0,1,3,0,1,0,1,2,2,2,7,-1,0,GW441806A,Cl.Cc1cc(O)cc(C)c1\C=C\c1cncc(c1)-c1nn[nH]n1
12639547,1,-4,1,-1,4,1,1,2,1,2,0,1,4,1,4,3,0,7,5,1,-1,-1,2,1,2,4,3,2,2,2,6,2,1,1,3,-1,3,1,-1,0,2,3,3,4,1,4,-1,5,1,0,2,1,4,5,-5,4,0,5,3,8,2,6,5,5,0,3,3,1,2,0,-1,1,8,3,5,0,6,5,7,6,1,1,15,9,11,-2,-2,5,6,1,1,3,1,2,2,0,3,4,0,2,3,7,1,3,0,3,-10,1,0,1,1,1,1,4,0,0,1,2,-1,1,0,1,1,0,0,1,0,1,4,3,1,0,0,1,1,-1,1,0,1,1,-1,1,-1,4,5,5,4,2,-1,1,-1,0,3,3,2,1,1,2,1,4,1,2,2,0,1,0,1,1,4,0,2,0,2,3,0,0,3,3,-1,0,0,2,0,2,3,3,2,-1,2,0,3,-3,0,2,2,1,-2,-2,4,3,4,3,1,1,2,3,6,5,-2,1,0,-3,-2,0,1,-1,1,0,4,2,1,-1,-1,0,GW459057A,Cl.Cc1cc(cc(C)c1\C=C\c1cncc(c1)-c1nn[nH]n1)-c1ccccn1
14684309,1,-2,1,0,-1,1,2,2,-1,0,0,2,2,3,3,3,0,3,3,1,1,-1,0,2,1,3,2,1,4,2,3,6,1,6,2,3,4,3,-2,-4,2,2,1,1,1,1,1,1,1,0,3,0,2,-3,-4,2,1,3,1,4,2,1,2,1,0,2,0,3,3,3,1,-2,0,2,4,1,3,2,1,3,1,2,63,12,24,0,2,2,56,3,2,2,-1,4,4,1,2,2,-2,4,4,5,0,2,-1,-7,-7,4,6,2,1,-1,3,2,2,1,1,-3,0,2,1,1,1,0,0,1,0,3,-1,0,0,0,1,1,1,1,1,1,1,2,0,1,1,1,2,2,2,2,-6,0,1,4,2,1,1,1,1,3,1,2,1,4,0,0,2,1,2,3,1,0,-1,2,2,1,0,1,2,3,0,0,0,1,0,1,2,0,2,4,2,4,3,2,0,1,1,0,2,0,1,4,6,3,0,0,2,4,2,1,-1,-2,0,1,0,1,-1,1,1,3,3,2,2,2,-1,0,GW445015X,CNC(=O)c1cncc(\C=C\c2ccccc2C)c1
14684309,0,-7,1,-5,3,3,5,7,4,7,4,8,8,6,3,3,-4,5,6,-2,6,1,5,2,0,11,8,5,11,-2,1,4,-3,12,1,2,4,10,12,-7,-1,5,3,4,9,-1,3,5,2,3,4,4,2,3,-8,2,3,14,4,18,0,1,6,-4,3,14,-6,4,5,5,2,-1,1,4,16,7,8,5,10,5,2,2,76,97,92,4,3,6,25,4,-4,-1,-6,8,8,1,4,5,-2,6,9,23,9,5,3,3,-6,7,3,1,1,0,3,5,8,2,3,3,4,2,2,3,3,-1,-3,-2,4,4,4,1,3,-3,2,2,4,3,3,1,2,0,2,4,1,0,-3,-3,-2,3,0,-1,-1,6,6,3,3,2,2,5,5,9,3,3,4,2,5,2,5,6,8,5,2,4,4,4,4,2,6,3,-3,6,6,1,0,3,5,8,5,4,2,8,7,6,-3,-3,-1,1,3,-4,-1,4,3,5,6,2,5,4,0,-1,-1,-2,-1,1,-3,4,-3,1,3,4,9,5,3,-2,6,0,GW450241X,CCc1cccc(CC)c1\C=C\c1cncc(c1)C(=O)NC
16777410,1,-4,0,0,4,2,2,2,2,2,1,2,2,3,3,5,1,2,3,1,0,-1,1,2,2,3,2,1,0,1,5,6,1,5,5,0,3,4,3,-2,2,2,2,4,4,5,1,0,1,1,2,1,3,7,-5,42,1,6,9,2,3,1,3,0,2,3,-1,0,2,2,0,-2,0,-5,3,3,2,0,1,2,1,1,84,43,40,4,3,20,69,3,3,2,-1,2,3,0,3,3,-1,4,4,3,1,1,0,-2,2,2,2,2,2,2,2,2,4,2,2,0,0,-1,1,1,1,3,1,1,1,1,1,1,0,0,-1,0,1,1,0,1,0,1,-1,0,-1,0,2,1,2,2,2,1,-1,1,2,2,1,0,0,1,1,2,3,2,4,1,3,-1,2,3,3,2,4,5,1,1,3,1,2,2,0,-2,1,0,0,2,3,6,2,2,1,3,5,2,0,1,1,2,5,-3,2,5,2,4,-1,0,1,2,0,0,-2,-1,1,1,-3,1,1,3,2,-1,6,2,3,0,-1,0,GW427984X,CN(C)C(=O)c1cncc(\C=C\c2c(C)cc(O)cc2C)c1
16777410,4,-4,0,-1,4,2,4,5,4,4,2,5,2,4,3,4,1,3,4,1,4,-1,2,3,2,5,7,4,4,1,-1,1,0,8,3,3,6,4,10,-6,-4,4,2,6,6,0,3,1,3,2,2,3,4,7,-5,1,4,6,2,3,-1,3,5,-11,-1,4,0,1,4,5,5,-4,1,-3,3,3,6,3,0,5,1,5,13,7,21,2,-1,3,8,4,1,3,3,6,7,1,4,4,-1,3,5,3,7,4,1,-21,-1,5,2,3,3,2,4,4,9,2,9,3,2,1,2,2,2,3,2,3,3,3,2,5,2,1,1,2,2,3,2,3,2,2,1,4,0,0,3,1,4,7,4,1,0,5,5,3,4,2,5,10,3,4,4,5,5,2,2,3,4,2,0,2,-1,1,2,3,4,3,5,12,0,1,1,9,-1,2,4,8,5,2,2,5,6,8,0,0,6,2,2,-12,3,6,4,4,1,2,5,3,1,0,-2,-2,1,1,-2,-1,-1,2,3,3,12,4,3,-14,-1,0,GW439255X,Cc1cc(O)cc(C)c1\C=C\c1cncc(c1)C(=O)OC(C)(C)C
16777410,0,-4,1,0,2,1,3,4,3,4,2,4,6,7,2,1,0,2,3,0,4,1,0,1,2,4,5,3,4,1,4,2,-2,6,3,4,4,5,3,-2,-15,2,2,3,5,1,1,1,4,3,0,2,3,3,-2,4,2,5,1,2,3,0,4,2,-1,5,-2,1,3,2,3,2,1,1,7,4,5,3,3,2,0,1,78,53,53,2,-1,19,76,-3,4,4,2,3,3,1,3,1,1,2,3,2,5,2,1,3,-10,2,1,1,1,-1,1,0,5,1,7,2,1,0,1,2,1,1,0,1,1,2,0,2,1,0,0,1,0,2,1,2,2,1,0,2,0,-1,3,1,1,5,1,1,0,1,2,2,1,0,3,8,3,4,1,1,1,1,-1,-1,0,4,6,-8,1,2,0,2,4,1,3,8,0,1,1,8,0,2,3,7,4,0,2,2,1,4,2,2,1,2,1,2,1,3,10,1,4,1,2,2,8,7,-1,-2,2,1,6,3,5,5,2,5,2,1,0,2,7,1,GW406731X,COC(=O)c1cncc(\C=C\c2c(C)cc(O)cc2C)c1
16777410,4,-5,0,-3,2,2,-1,0,0,1,2,0,3,2,0,-1,1,0,1,-1,2,1,0,2,1,1,2,1,3,0,1,3,1,0,0,-1,1,-11,-2,0,-2,1,1,3,1,-1,0,0,0,-2,0,0,4,7,1,2,0,2,2,2,-8,2,2,4,-2,0,2,-3,0,-2,1,2,0,-1,4,3,2,2,0,3,0,2,64,10,22,1,0,0,20,1,4,4,11,2,2,3,0,1,1,2,4,4,6,0,-1,-1,3,2,-1,1,1,0,2,6,0,0,0,2,0,2,0,1,1,-1,0,0,1,-1,-2,0,1,0,-1,0,-3,-1,0,0,2,1,0,1,1,-3,2,1,2,1,-1,1,0,4,1,1,2,0,2,1,2,1,1,1,3,1,0,-2,0,-4,1,0,-1,1,1,-3,0,0,-1,2,1,0,-1,0,1,1,1,1,-1,0,0,5,1,-5,0,0,2,1,1,-2,0,1,2,1,1,1,3,1,1,0,-2,-1,-1,0,-3,0,0,-1,0,1,5,0,3,-2,2,-3,GW445012X,CNC(=O)c1cncc(\C=C\c2c(C)cccc2C)c1
16777410,-2,2,1,-2,-1,3,2,4,1,2,2,3,5,3,0,5,0,4,4,1,-1,3,1,3,4,5,4,4,4,1,9,4,3,8,8,3,4,4,4,2,1,5,3,5,3,1,0,2,2,2,2,3,-6,10,-3,5,2,3,4,6,3,3,5,4,3,5,4,0,0,0,2,1,3,-2,7,4,4,4,3,3,1,5,80,31,39,3,-2,6,55,2,1,2,2,3,3,1,3,4,-2,3,5,8,2,3,1,4,-4,2,2,2,2,2,4,6,4,6,1,3,2,3,2,3,1,-1,0,0,3,-1,-1,5,-2,0,0,0,1,1,2,2,1,2,1,2,1,2,1,1,2,5,0,2,1,2,4,3,3,1,1,3,3,3,2,2,3,2,2,-1,2,0,2,2,2,1,3,4,4,3,2,3,-1,1,1,2,0,2,4,9,2,2,3,4,3,4,1,3,3,2,-4,0,1,2,4,1,2,2,2,3,3,2,-3,1,0,3,-2,1,0,1,3,1,5,2,0,-2,5,0,GW445014X,CNC(=O)c1cncc(\C=C\c2c(Cl)cccc2Cl)c1
16777410,6,-2,1,-2,1,4,2,4,2,4,2,2,5,3,6,4,1,0,1,1,2,-1,0,4,4,7,5,5,5,2,9,10,2,10,5,3,5,6,8,2,1,4,2,1,-1,1,2,2,3,2,3,4,3,-1,-4,7,3,3,3,3,7,3,5,2,2,4,0,2,2,3,3,4,2,-1,5,4,3,5,3,1,2,4,84,31,33,4,0,15,85,2,3,3,-1,5,4,0,3,5,0,4,5,6,7,4,0,4,-4,3,4,3,3,2,4,5,3,2,2,3,2,2,3,3,2,1,1,0,5,4,2,3,2,1,1,1,1,2,3,2,2,2,1,2,0,-1,5,2,4,3,1,2,0,5,5,3,2,1,1,3,3,3,4,3,3,2,1,0,3,4,4,0,1,3,3,2,6,6,3,3,0,1,1,-2,1,2,5,6,2,2,4,6,5,5,1,1,2,2,-1,-2,1,2,5,3,2,2,4,2,2,2,-2,0,0,0,0,1,0,2,5,9,6,3,1,1,-1,-1,GW782912X,Cc1ccc(cc1-c1ccc(cc1)C(=O)NCC1CC1)C(=O)NC1CCC1
16777410,-1,1,0,0,0,2,-3,1,1,2,2,1,2,1,3,2,0,0,0,0,2,-2,-1,1,2,1,2,2,3,2,4,4,-2,4,0,1,3,5,0,-3,-1,2,0,0,0,1,-2,6,1,1,2,2,2,3,-1,4,1,4,8,4,-3,0,2,1,2,4,2,0,2,5,2,1,2,-4,8,-1,4,2,0,2,0,1,67,14,25,0,0,3,32,1,1,2,-1,1,2,2,2,2,-2,0,1,0,-3,-4,-1,0,-6,1,1,0,1,1,2,4,1,1,0,1,0,0,0,1,-1,0,0,0,2,6,2,2,1,0,0,0,0,0,-1,0,0,2,-1,-1,-1,-2,0,3,4,2,-1,0,0,2,1,0,-1,0,-1,1,0,2,1,2,1,-1,-3,-1,-1,-1,3,2,0,0,-1,0,-1,1,1,0,0,1,0,1,1,1,2,0,1,2,0,0,-1,2,1,-1,1,2,-2,0,0,1,3,2,0,1,1,1,5,3,0,-2,0,0,-4,1,-1,1,1,2,3,1,1,9,1,1,GW796921X,CCC(=O)Nc1ccc(C)c(c1)-c1ccc(cc1)C(=O)NCC1CC1
16777410,2,-4,0,0,-4,1,0,0,2,3,0,1,3,3,2,-1,-2,0,0,-1,0,-1,1,-1,2,4,1,-2,0,2,1,-2,-3,2,-2,1,0,8,4,2,-5,2,1,3,2,13,-2,2,5,0,2,0,4,1,-1,-1,-1,5,6,8,1,-1,0,1,-2,2,5,-2,2,0,5,-1,4,-4,4,1,6,3,2,3,0,2,72,25,34,-1,-3,12,27,0,4,7,-1,2,2,1,4,1,0,6,4,2,5,1,0,0,-16,2,-1,0,1,0,3,8,1,0,1,-1,-2,-1,-2,-1,-1,0,0,-1,1,3,3,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,3,0,2,1,0,-1,0,1,2,0,-1,1,1,0,-1,1,1,1,2,1,1,0,0,1,4,-2,-1,1,-1,5,3,1,3,2,1,1,1,3,0,1,3,5,2,1,0,2,0,2,4,4,2,4,-1,0,0,0,0,-1,2,1,3,4,3,2,-3,-1,0,-1,-3,2,0,1,1,1,6,1,1,1,1,0,GW806776X,O=C(NCC1CC1)c1ccc(cc1)-c1cccc(c1)C(=O)NC1CC1
16777410,0,2,0,1,4,1,1,1,2,2,1,1,1,1,1,1,0,1,-1,0,1,0,1,1,2,1,1,1,2,2,1,8,-3,1,-3,2,0,5,5,2,-8,0,1,4,2,5,-1,3,4,2,3,2,3,5,1,4,0,5,9,10,1,1,2,0,-1,6,3,-3,3,0,1,7,1,-4,7,2,9,4,2,7,0,2,82,62,53,3,-1,22,60,0,3,5,-1,0,2,3,1,-1,1,2,2,2,-1,0,1,-6,-12,1,0,0,1,1,2,8,0,-1,-7,0,0,-1,-1,1,0,0,-1,0,1,-1,3,1,1,0,-1,0,1,1,1,1,1,-1,1,1,1,-1,2,1,1,-6,-1,0,-1,2,-2,-1,-1,0,-3,-5,2,2,-1,-1,-1,1,1,1,0,-3,2,0,0,0,-2,4,2,0,2,-9,0,0,0,-7,1,1,2,-2,0,3,0,0,-2,-2,2,3,3,4,0,-5,0,-1,0,-1,0,1,2,2,2,2,-1,3,0,2,-2,4,1,2,0,-1,4,-1,-2,0,1,1,GW743024X,Cc1ccc(NC(=O)c2ccoc2)cc1-c1ccc(cc1)C(=O)NCC1CC1
